"","Date.time","Sample","Details","soilmass_g","BulkDensity","soil_pctC","temperature","CO2_ppmv","SoilVolume","CO2.C_ug","Datetime","Site","Treatment","Plot","Canopy","Depth","Diff_time","Diff_CO2C","CO2flux","CO2flux_by_ppm","Cum.Elapsed.time","Cum.Elapsed.days"
"25","3/25/19 14:13","ANTAddP1Can0-5",16,49.99,7.094695146,1.342524322,25,10378.9,0.00704610965957916,2277.09475047878,2019-03-25 14:13:00,"Desert Grassland","Addition","P1","Canopy","0-5",96.85,932.939907645407,14.3532003411793,9.63283332623032,1151.28333333333,47.9701388888889
"26","4/8/19 15:11","ANTAddP1Can0-5",16,49.99,7.094695146,1.342524322,25,8745.4,0.00704610965957916,1918.71050215698,2019-04-08 15:11:00,"Desert Grassland","Addition","P1","Canopy","0-5",119.033333333333,549.763850287576,6.88180376932955,4.61857057088414,1488.25,62.0104166666667
"27","4/14/19 16:29","ANTAddP1Can0-5",16,49.99,7.094695146,1.342524322,25,6609.8,0.00704610965957916,1450.16725102994,2019-04-14 16:29:00,"Desert Grassland","Addition","P1","Canopy","0-5",123.55,709.265134970738,8.55382898161841,5.7407133546802,1633.55,68.0645833333333
"28","8/5/19 15:27","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,5026.1,0.00704751916341185,1102.70547362892,2019-08-05 15:27:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",49.7166666666667,964.771303741632,40.1506249262763,19.4053899512229,49.7166666666667,2.07152777777778
"29","8/9/19 15:11","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,5617.3,0.00704751916341185,1232.41229920132,2019-08-09 15:11:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",26.2833333333333,169.878205413914,13.372948018641,6.46334326241906,145.45,6.06041666666667
"30","8/15/19 11:42","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,5673.1,0.00704751916341185,1244.65458754188,2019-08-15 11:42:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",44.7166666666667,279.598069197329,12.9370328425558,6.25265902043972,285.966666666667,11.9152777777778
"31","8/20/19 13:45","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,5171.2,0.00704751916341185,1134.53981123135,2019-08-20 13:45:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",119.7,912.160179295995,15.766921071673,7.62038579194649,408.016666666667,17.0006944444444
"32","9/4/19 14:10","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,14403.7,0.00704751916341185,3160.11198155804,2019-09-04 14:10:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",263.883333333333,2236.47739939088,17.5356749815292,8.47525067665336,768.433333333333,32.0180555555556
"33","9/14/19 13:50","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,13266,0.00704751916341185,2910.50532483661,2019-09-14 13:50:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",237.883333333333,2546.87864570317,22.1520626821846,10.7064190248855,1008.1,42.0041666666667
"34","6/17/19 14:29","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,13007.6,0.00685462849292582,2855.04480601763,2019-06-17 14:29:00,"Desert Grassland","Addition","P2","Canopy","0-5",72.4333333333333,2264.32998649403,58.0900492603432,31.2608833846391,99.7666666666667,4.15694444444444
"35","6/20/19 9:48","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,8416.2,0.00685462849292582,1847.27606141068,2019-06-20 09:48:00,"Desert Grassland","Addition","P2","Canopy","0-5",47.85,888.739039026877,34.5138028372742,18.57343864215,167.083333333333,6.96180555555556
"36","6/25/19 10:13","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,11243.3,0.00685462849292582,2467.79769269489,2019-06-25 10:13:00,"Desert Grassland","Addition","P2","Canopy","0-5",120.416666666667,620.521631284207,9.57570642561899,5.15312081343286,287.5,11.9791666666667
"37","7/1/19 11:24","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,7857.9,0.00685462849292582,1724.73450761139,2019-07-01 11:24:00,"Desert Grassland","Addition","P2","Canopy","0-5",94.3166666666667,1292.86497285504,25.4721277560238,13.7077042536319,432.683333333333,18.0284722222222
"38","7/5/19 9:50","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,7964.1,0.00685462849292582,1748.04440016644,2019-07-05 09:50:00,"Desert Grassland","Addition","P2","Canopy","0-5",92.8166666666667,931.122657222547,18.6415244777225,10.0318476267468,527.116666666667,21.9631944444444
"39","7/9/19 16:19","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,8471.9,0.00685462849292582,1859.50168302383,2019-07-09 16:19:00,"Desert Grassland","Addition","P2","Canopy","0-5",102.483333333333,111.457282857388,2.02095064394062,1.08756496526968,629.6,26.2333333333333
"40","7/17/19 13:26","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,12421.8,0.00685462849292582,2726.46726309156,2019-07-17 13:26:00,"Desert Grassland","Addition","P2","Canopy","0-5",168.266666666667,2022.12220462493,22.3310839912341,12.0173665092607,818.716666666667,34.1131944444444
"41","8/1/19 10:35","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,12058,0.00685462849292582,2646.61661420713,2019-08-01 10:35:00,"Desert Grassland","Addition","P2","Canopy","0-5",162.033333333333,1820.45432063642,20.8773762460414,11.2350606087415,1175.86666666667,48.9944444444444
"42","8/9/19 14:18","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,7089.1,0.00685462849292582,1555.99020067803,2019-08-09 14:18:00,"Desert Grassland","Addition","P2","Canopy","0-5",95.8333333333333,551.250425160159,10.688895754007,5.75217834949731,1371.58333333333,57.1493055555556
"43","8/20/19 12:43","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,9642.6,0.00685462849292582,2116.45922741364,2019-08-20 12:43:00,"Desert Grassland","Addition","P2","Canopy","0-5",121.933333333333,1141.5701617591,17.3972522566449,9.36224845619822,1634,68.0833333333333
"44","9/4/19 13:09","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,17290.3,0.00685462849292582,3795.05682904507,2019-09-04 13:09:00,"Desert Grassland","Addition","P2","Canopy","0-5",263.8,2878.39859667542,20.275736634951,10.911291117041,1994.43333333333,83.1013888888889
"45","9/14/19 11:28","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,14842.3,0.00685462849292582,3257.74405150493,2019-09-14 11:28:00,"Desert Grassland","Addition","P2","Canopy","0-5",236.166666666667,2489.48335544855,19.5880464628063,10.5412139256819,2232.75,93.03125
"46","8/5/19 15:28","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,3388.7,0.00685462849292582,743.787503778711,2019-08-05 15:28:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",49.6666666666667,576.096751311117,25.6828645724169,11.5992634492171,49.6666666666667,2.06944444444444
"47","8/9/19 15:12","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,2627,0.00685462849292582,576.601579492629,2019-08-09 15:12:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",26.3,7.46267746583533,0.628278173785925,0.283751994898682,145.4,6.05833333333333
"48","8/20/19 13:46","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,2265.1,0.00685462849292582,497.167962584223,2019-08-20 13:46:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",122.05,1.88761841782895,0.0342443929312725,0.0154659436118717,407.966666666667,16.9986111111111
"49","8/24/19 14:17","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,2349.5,0.00685462849292582,515.692961940591,2019-08-24 14:17:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",96.5166666666667,18.5249993563677,0.42498043452297,0.191935755721302,504.483333333333,21.0201388888889
"50","9/4/19 14:10","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,3710,0.00685462849292582,814.309805830854,2019-09-04 14:10:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",263.883333333333,298.616843890263,2.50562104962757,1.13162449525774,768.366666666667,32.0152777777778
"51","9/14/19 13:52","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,4837.2,0.00685462849292582,1061.71951287467,2019-09-14 13:52:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",237.916666666667,294.885505157345,2.74436333447539,1.23944870819199,1008.06666666667,42.0027777777778
"52","6/17/19 14:29","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,6089.1,0.00869227034107375,1331.00815408113,2019-06-17 14:29:00,"Desert Grassland","Addition","P5","Canopy","0-5",72.4166666666667,889.371643840616,22.0384394387407,12.2813115374999,99.6666666666667,4.15277777777778
"53","6/20/19 9:49","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,7368.9,0.00869227034107375,1610.75790947898,2019-06-20 09:49:00,"Desert Grassland","Addition","P5","Canopy","0-5",47.85,723.768881932967,27.1427630316345,15.1257864562794,167,6.95833333333333
"54","6/25/19 10:14","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,11409.7,0.00869227034107375,2494.03092996001,2019-06-25 10:14:00,"Desert Grassland","Addition","P5","Canopy","0-5",120.416666666667,883.27302048103,13.1626839765864,7.3351392704307,287.416666666667,11.9756944444444
"55","7/1/19 11:25","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,3096.8,0.00869227034107375,676.925334049112,2019-07-01 11:25:00,"Desert Grassland","Addition","P5","Canopy","0-5",94.3166666666667,310.26473105714,5.90309887132895,3.28960662014992,432.6,18.025
"56","7/9/19 16:22","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,2981.2,0.00869227034107375,651.656486007237,2019-07-09 16:22:00,"Desert Grassland","Addition","P5","Canopy","0-5",102.533333333333,89.3371816151742,1.56351935310198,0.871298910421075,629.55,26.23125
"57","7/10/19 13:11","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,3072.2,0.00869227034107375,671.548053237432,2019-07-10 13:11:00,"Desert Grassland","Addition","P5","Canopy","0-5",20.8166666666667,19.8915672301954,1.71472272799553,0.95555967478921,650.366666666667,27.0986111111111
"58","7/17/19 13:27","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,3412.6,0.00869227034107375,745.955629997416,2019-07-17 13:27:00,"Desert Grassland","Addition","P5","Canopy","0-5",168.266666666667,74.4075767599837,0.793515034945284,0.442200337321615,818.633333333333,34.1097222222222
"59","7/24/19 13:34","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,3896.9,0.00869227034107375,851.818113619215,2019-07-24 13:34:00,"Desert Grassland","Addition","P5","Canopy","0-5",168.116666666667,105.862483621798,1.12997126237245,0.629696541816982,986.75,41.1145833333333
"60","7/25/19 16:34","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,4100.5,0.00869227034107375,896.322762938641,2019-07-25 16:34:00,"Desert Grassland","Addition","P5","Canopy","0-5",27,44.5046493194262,2.95786064799514,1.64832034516393,1013.75,42.2395833333333
"61","8/1/19 10:36","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,7278.6,0.00869227034107375,1591.0193543044,2019-08-01 10:36:00,"Desert Grassland","Addition","P5","Canopy","0-5",162.033333333333,694.696591365759,7.69355197230414,4.28736838942044,1175.78333333333,48.9909722222222
"62","8/5/19 14:29","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,10380.5,0.00869227034107375,2269.05949047301,2019-08-05 14:29:00,"Desert Grassland","Addition","P5","Canopy","0-5",99.8833333333333,678.040136168606,12.1814353724615,6.7883210696006,1275.66666666667,53.1527777777778
"63","8/13/19 14:02","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,8253.2,0.00869227034107375,1804.05585345328,2019-08-13 14:02:00,"Desert Grassland","Addition","P5","Canopy","0-5",95.7333333333333,610.386948720854,11.4413731104464,6.37590823872758,1467.21666666667,61.1340277777778
"64","8/20/19 12:43","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,12657.1,0.00869227034107375,2766.6984130693,2019-08-20 12:43:00,"Desert Grassland","Addition","P5","Canopy","0-5",121.933333333333,1748.49061839926,25.7322019019643,14.3397262307211,1633.9,68.0791666666667
"65","9/4/19 13:10","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,12790.6,0.00869227034107375,2795.87999796195,2019-09-04 13:10:00,"Desert Grassland","Addition","P5","Canopy","0-5",263.8,1740.99302767404,11.8429073303611,6.5996703096059,1994.35,83.0979166666667
"66","9/14/19 11:30","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,15798.7,0.00869227034107375,3453.41651867789,2019-09-14 11:30:00,"Desert Grassland","Addition","P5","Canopy","0-5",236.183333333333,3090.31891069902,23.4795701677531,13.0844072148713,2232.68333333333,93.0284722222222
"67","8/5/19 15:28","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,2583.3,0.00869227034107375,564.680061821581,2019-08-05 15:28:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",49.5833333333333,403.623943852262,20.7196337312472,8.1403148339952,49.5833333333333,2.06597222222222
"68","8/9/19 15:12","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,2800.3,0.00869227034107375,612.113799062816,2019-08-09 15:12:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",26.2833333333333,75.7846852605358,7.33908436980369,2.88337420141544,145.316666666667,6.05486111111111
"69","8/13/19 15:01","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,3827,0.00869227034107375,836.538766922614,2019-08-13 15:01:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",95.8166666666667,224.424967859798,5.96171190693122,2.34223309646684,241.133333333333,10.0472222222222
"70","8/15/19 11:43","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,4565.3,0.00869227034107375,997.922767868254,2019-08-15 11:43:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",44.7,161.38400094564,9.18954115213334,3.61038033435437,285.833333333333,11.9097222222222
"71","8/20/19 13:46","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,7853.7,0.00869227034107375,1716.72968742622,2019-08-20 13:46:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",122.05,718.806919557963,14.9904730313218,5.8894462888813,407.883333333333,16.9951388888889
"72","9/4/19 14:11","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,12711.5,0.00869227034107375,2778.58963567724,2019-09-04 14:11:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",263.9,1858.48442752272,17.9250513401508,7.04238130929412,768.3,32.0125
"73","9/14/19 13:52","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,9883.7,0.00869227034107375,2160.46464871519,2019-09-14 13:52:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",237.883333333333,1775.44259905293,18.9969330650491,7.46350143229703,1007.98333333333,41.9993055555556
"74","6/17/19 14:36","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,9771.6,0.00799297704208498,2139.31440996502,2019-06-17 14:36:00,"Desert Grassland","Ambient","P10","Canopy","0-5",72.4666666666667,1652.10348361354,39.2736835732488,22.7981161492208,99.1,4.12916666666667
"75","6/20/19 9:55","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,5761.2,0.00799297704208498,1261.31014150093,2019-06-20 09:55:00,"Desert Grassland","Ambient","P10","Canopy","0-5",47.8833333333333,497.982373092066,17.9156376307067,10.3999103325875,166.416666666667,6.93402777777778
"76","6/25/19 10:21","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,7396.6,0.00799297704208498,1619.35127970315,2019-06-25 10:21:00,"Desert Grassland","Ambient","P10","Canopy","0-5",120.433333333333,358.041138202218,5.12140235686918,2.97294053309343,286.85,11.9520833333333
"77","6/27/19 13:09","ANTCtrlP10Can0-5",42,50.01,6.25674261,1.16075475,25,5408.9,0.00799297703569749,1184.18045276367,2019-06-27 13:09:00,"Desert Grassland","Ambient","P10","Canopy","0-5",2.93333333333333,111.611454251694,65.5465782996379,38.0493594039866,337.65,14.06875
"78","7/1/19 11:39","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,7109.9,0.00799297704208498,1556.58351993638,2019-07-01 11:39:00,"Desert Grassland","Ambient","P10","Canopy","0-5",94.5,372.403067172706,6.78866089563135,3.94077319759477,432.15,18.00625
"79","7/5/19 9:58","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,6187.9,0.00799297704208498,1354.72835947261,2019-07-05 09:58:00,"Desert Grassland","Ambient","P10","Canopy","0-5",92.7833333333333,543.739128555111,10.0953944082137,5.86031034907611,526.466666666667,21.9361111111111
"80","7/17/19 13:34","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,10679,0.00799297704208498,2337.9731655017,2019-07-17 13:34:00,"Desert Grassland","Ambient","P10","Canopy","0-5",168.35,1747.31694270865,17.8797417670165,10.3790730187624,818.066666666667,34.0861111111111
"81","8/1/19 10:47","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,9079.1,0.00799297704208498,1987.70410777287,2019-08-01 10:47:00,"Desert Grassland","Ambient","P10","Canopy","0-5",162.183333333333,1379.00790100778,14.6474898953001,8.50277197209609,1175.28333333333,48.9701388888889
"82","8/9/19 14:26","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,5745.1,0.00799297704208498,1257.78533880736,2019-08-09 14:26:00,"Desert Grassland","Ambient","P10","Canopy","0-5",95.8333333333333,220.31111494001,3.96024896207818,2.29889859067836,1370.93333333333,57.1222222222222
"83","8/15/19 10:53","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,5410.3,0.00799297704208498,1184.48695732876,2019-08-15 10:53:00,"Desert Grassland","Ambient","P10","Canopy","0-5",44.7166666666667,214.334275590052,8.25704934417405,4.79316307692998,1511.38333333333,62.9743055555556
"84","8/20/19 12:52","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,5232.9,0.00799297704208498,1145.64844814626,2019-08-20 12:52:00,"Desert Grassland","Ambient","P10","Canopy","0-5",119.016666666667,831.481251545924,12.0350348768577,6.98625894031024,1633.36666666667,68.0569444444444
"85","9/4/19 13:18","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,15840.4,0.00799297704208498,3467.96798677902,2019-09-04 13:18:00,"Desert Grassland","Ambient","P10","Canopy","0-5",263.8,2388.85292612186,15.5997377011129,9.05554558802826,1993.8,83.075
"86","9/14/19 11:37","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,12199.4,0.00799297704208498,2670.83714160703,2019-09-14 11:37:00,"Desert Grassland","Ambient","P10","Canopy","0-5",236.283333333333,2101.63623955741,15.322411951419,8.89455980626682,2232.11666666667,93.0048611111111
"87","8/5/19 15:31","ANTCtrlP10IC0-5",91,50,6.256742605,0.909626717,25,6242.4,0.00799137876633172,1366.66504145604,2019-08-05 15:31:00,"Desert Grassland","Ambient","P10","Intercanopy","0-5",49.0833333333333,1207.26019449267,54.0796186723201,24.5961329947572,49.0833333333333,2.04513888888889
"88","8/13/19 15:04","ANTCtrlP10IC0-5",91,50,6.256742605,0.909626717,25,7172.1,0.00799137876633172,1570.20670636724,2019-08-13 15:04:00,"Desert Grassland","Ambient","P10","Intercanopy","0-5",95.7833333333333,917.371500818448,21.0582406960381,9.57756917506645,240.633333333333,10.0263888888889
"89","8/20/19 13:49","ANTCtrlP10IC0-5",91,50,6.256742605,0.909626717,25,8313.1,0.00799137876633172,1820.00883572475,2019-08-20 13:49:00,"Desert Grassland","Ambient","P10","Intercanopy","0-5",122.05,1051.51152242874,18.9427505501868,8.61541599695817,407.383333333333,16.9743055555556
"90","9/4/19 14:15","ANTCtrlP10IC0-5",91,50,6.256742605,0.909626717,25,17758.9,0.00799137876633172,3888.00265998872,2019-09-04 14:15:00,"Desert Grassland","Ambient","P10","Intercanopy","0-5",262.433333333333,3602.25179299711,30.1801822086827,13.7263500304729,767.816666666667,31.9923611111111
"91","9/14/19 14:01","ANTCtrlP10IC0-5",91,50,6.256742605,0.909626717,25,15897.7,0.00799137876633172,3480.52525143464,2019-09-14 14:01:00,"Desert Grassland","Ambient","P10","Intercanopy","0-5",237.983333333333,2812.8902001851,25.9880099739924,11.819694097003,1007.58333333333,41.9826388888889
