"","Date.time","Sample","Details","soilmass_g","BulkDensity","soil_pctC","temperature","CO2_ppmv","Datetime","Site","Treatment","Plot","Canopy","Depth","SoilVolume","ugCO2_C.L","Diff_time_hr","Diff_ugCO2_C.L","Cr","Cum.Elapsed.time.hr","Cum.Elapsed.days","Flux_ugCO2_C.gsoil.hr","Flux_ugCO2_C.gsoil.day"
"28","4/8/19 15:11","ANTAddP1Can0-5",16,49.99,7.094695146,1.342524322,25,8745.4,2019-04-08 15:11:00,"Desert Grassland","Addition","P1","Canopy","0-5",0.00704610965957916,4289.51142716097,119.033333333333,1229.06416335216,10.3253780175202,1488.25,62.0104166666667,0.093791776434802,2.25100263443525
"29","4/14/19 16:29","ANTAddP1Can0-5",16,49.99,7.094695146,1.342524322,25,6609.8,2019-04-14 16:29:00,"Desert Grassland","Addition","P1","Canopy","0-5",0.00704610965957916,3242.025822861,123.55,1585.64874582363,12.8340651220043,1633.55,68.0645833333333,0.116579728570733,2.79791348569759
"30","8/5/19 15:27","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,5026.1,2019-08-05 15:27:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",0.00704751916341185,2465.24039884439,49.7166666666667,2156.87076060531,43.383253649453,49.7166666666667,2.07152777777778,0.393998032993603,9.45595279184646
"31","8/9/19 15:11","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,5617.3,2019-08-09 15:11:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",0.00704751916341185,2755.21674706604,26.2833333333333,379.784652280141,14.4496380068538,145.45,6.06041666666667,0.131228722450645,3.14948933881548
"32","8/15/19 11:42","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,5673.1,2019-08-15 11:42:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",0.00704751916341185,2782.58596261199,44.7166666666667,625.077567952746,13.9786261935016,285.966666666667,11.9152777777778,0.126951087364143,3.04682609673942
"33","8/20/19 13:45","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,5171.2,2019-08-20 13:45:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",0.00704751916341185,2536.41016901855,119.7,2039.25180204044,17.0363559067706,408.016666666667,17.0006944444444,0.154720777074109,3.71329864977862
"34","9/4/19 14:10","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,14403.7,2019-09-04 14:10:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",0.00704751916341185,7064.83817131274,263.883333333333,4999.93386079465,18.9475166833625,768.433333333333,32.0180555555556,0.172077557014962,4.12986136835908
"35","9/14/19 13:50","ANTAddP1IC0-5",84,50,7.094695146,0.966629535,25,13266,2019-09-14 13:50:00,"Desert Grassland","Addition","P1","Intercanopy","0-5",0.00704751916341185,6506.81027657025,237.883333333333,5693.87590657269,23.9355814751182,1008.1,42.0041666666667,0.217378163840728,5.21707593217748
"36","6/14/19 11:05","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,10006.6,2019-06-14 11:05:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,4908.11455702758,24.3666666666667,4297.11398703485,176.352147210732,24.3666666666667,1.01527777777778,1.60159493053843,38.4382783329223
"37","6/17/19 14:29","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,13007.6,2019-06-17 14:29:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,6380.06824615673,72.4333333333333,5060.01860818496,69.8575969836856,99.7666666666667,4.15694444444444,0.634432724286435,15.2263853828744
"38","6/20/19 9:48","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,8416.2,2019-06-20 09:48:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,4128.04286519452,47.85,1986.03388292331,41.5054103014275,167.083333333333,6.96180555555556,0.376943835275504,9.0466520466121
"39","6/25/19 10:13","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,11243.3,2019-06-25 10:13:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,5514.70073741612,120.416666666667,1386.6578722216,11.5154979008022,287.5,11.9791666666667,0.104581448835505,2.50995477205213
"40","7/1/19 11:24","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,7857.9,2019-07-01 11:24:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,3854.20356341484,94.3166666666667,2889.11989839301,30.632124739986,432.683333333333,18.0284722222222,0.278194830463605,6.67667593112652
"41","7/5/19 9:50","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,7964.1,2019-07-05 09:50:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,3906.29336074424,92.8166666666667,2080.74706431979,22.4178171770852,527.116666666667,21.9631944444444,0.203594132038852,4.88625916893245
"42","7/9/19 16:19","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,8471.9,2019-07-09 16:19:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,4155.36303196709,102.483333333333,249.069671222852,2.43034318968468,629.6,26.2333333333333,0.0220718907800783,0.52972537872188
"43","7/17/19 13:26","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,12421.8,2019-07-17 13:26:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,6092.74053169759,168.266666666667,4518.76539393836,26.8547864140553,818.716666666667,34.1131944444444,0.243889799255167,5.85335518212401
"44","8/1/19 10:35","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,12058,2019-08-01 10:35:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,5914.30109414172,162.033333333333,4068.10526412435,25.1065949236228,1175.86666666667,48.9944444444444,0.228013073777358,5.47231377065658
"45","8/9/19 14:18","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,7089.1,2019-08-09 14:18:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,3477.1165936706,95.8333333333333,1231.85994343481,12.8541907141024,1371.58333333333,57.1493055555556,0.116739189227335,2.80174054145603
"46","8/20/19 12:43","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,9642.6,2019-08-20 12:43:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,4729.57702192494,121.933333333333,2551.02670348574,20.9214874534096,1634,68.0833333333333,0.190004764754375,4.560114354105
"47","9/4/19 13:09","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,17290.3,2019-09-04 13:09:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,8480.68006369535,263.8,6432.25614103288,24.3830786240822,1994.43333333333,83.1013888888889,0.22144224344819,5.31461384275655
"48","9/14/19 11:28","ANTAddP2Can0-5",37,50,7.294341342,1.076290476,25,14842.3,2019-09-14 11:28:00,"Desert Grassland","Addition","P2","Canopy","0-5",0.00685462849292582,7279.96609135674,236.166666666667,5563.16092551541,23.5560801362685,2232.75,93.03125,0.213931608581563,5.13435860595751
"49","8/5/19 15:28","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,3388.7,2019-08-05 15:28:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",0.00685462849292582,1662.11578352281,49.6666666666667,1287.38315490079,25.9204662060562,49.6666666666667,2.06944444444444,0.235404489990162,5.64970775976388
"50","8/9/19 15:12","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,2627,2019-08-09 15:12:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",0.00685462849292582,1288.51127668853,26.3,16.6765829491474,0.634090606431459,145.4,6.05833333333333,0.00575868406948922,0.138208417667741
"51","8/20/19 13:46","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,2265.1,2019-08-20 13:46:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",0.00685462849292582,1111.00376582687,122.05,4.21819451066654,0.0345612004151293,407.966666666667,16.9986111111111,0.000313877909930122,0.00753306983832292
"52","8/24/19 14:17","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,2349.5,2019-08-24 14:17:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",0.00685462849292582,1152.40093055946,96.5166666666667,41.3971647325893,0.428912084951711,504.483333333333,21.0201388888889,0.00389529377311445,0.0934870505547468
"53","9/4/19 14:10","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,3710,2019-09-04 14:10:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",0.00685462849292582,1819.70949239225,263.883333333333,667.308561832792,2.52880147223947,768.366666666667,32.0152777777778,0.0229660692105844,0.551185661054026
"54","9/14/19 13:52","ANTAddP2IC0-5",85,50,7.294341342,0.903268669,25,4837.2,2019-09-14 13:52:00,"Desert Grassland","Addition","P2","Intercanopy","0-5",0.00685462849292582,2372.58726592987,237.916666666667,658.970270358219,2.7697524498419,1008.06666666667,42.0027777777778,0.0251543377989742,0.60370410717538
"55","6/14/19 11:06","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,6685.2,2019-06-14 11:06:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,3279.0085979894,24.2833333333333,2847.23224592663,117.250469976388,24.2833333333333,1.01180555555556,1.06484531823156,25.5562876375575
"56","6/17/19 14:29","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,6089.1,2019-06-17 14:29:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,2986.62885987215,72.4166666666667,1995.64744250576,27.5578473073292,99.6666666666667,4.15277777777778,0.250274857675702,6.00659658421685
"57","6/20/19 9:49","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,7368.9,2019-06-20 09:49:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,3614.3550615874,47.85,1624.05393538005,33.9405211155705,167,6.95833333333333,0.308241024667388,7.39778459201732
"58","6/25/19 10:14","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,11409.7,2019-06-25 10:14:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,5596.31789632018,120.416666666667,1981.96283473278,16.4592069320369,287.416666666667,11.9756944444444,0.149479225515373,3.58750141236895
"59","7/1/19 11:25","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,3096.8,2019-07-01 11:25:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,1518.94241402704,94.3166666666667,696.198289353521,7.38149803166836,432.6,18.025,0.0670372888240057,1.60889493177614
"60","7/9/19 16:22","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,2981.2,2019-07-09 16:22:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,1462.24203199994,102.533333333333,200.462336803427,1.95509431212705,629.55,26.23125,0.0177557755238754,0.42613861257301
"61","7/10/19 13:11","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,3072.2,2019-07-10 13:11:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,1506.8764157756,20.8166666666667,44.634383775659,2.1441657538347,650.366666666667,27.0986111111111,0.019472884543176,0.467349229036223
"62","7/17/19 13:27","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,3412.6,2019-07-17 13:27:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,1673.83844036059,168.266666666667,166.962024584993,0.992246580338704,818.633333333333,34.1097222222222,0.00901138499332004,0.216273239839681
"63","7/24/19 13:34","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,3896.9,2019-07-24 13:34:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,1911.38164983918,168.116666666667,237.54320947859,1.41296644876726,986.75,41.1145833333333,0.0128322786944145,0.307974688665949
"64","7/25/19 16:34","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,4100.5,2019-07-25 16:34:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,2011.24495244055,27,99.8633026013645,3.69864083708757,1013.75,42.2395833333333,0.0335903163542619,0.806167592502286
"65","8/1/19 10:36","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,7278.6,2019-08-01 10:36:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,3570.0640192254,162.033333333333,1558.81906678486,9.62036042039615,1175.78333333333,48.9909722222222,0.0873701892659538,2.09688454238289
"66","8/5/19 14:29","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,10380.5,2019-08-05 14:29:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,5091.50792069482,99.8833333333333,1521.44390146941,15.2322099262748,1275.66666666667,53.1527777777778,0.138335884108442,3.32006121860262
"67","8/13/19 14:02","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,8253.2,2019-08-13 14:02:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,4048.09336458537,95.7333333333333,1369.63794785879,14.3068030765194,1467.21666666667,61.1340277777778,0.129931524180334,3.11835658032802
"68","8/20/19 12:43","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,12657.1,2019-08-20 12:43:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,6208.15229546037,121.933333333333,3923.41138265381,32.1766925860072,1633.9,68.0791666666667,0.2922222867276,7.0133348814624
"69","9/4/19 13:10","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,12790.6,2019-09-04 13:10:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,6273.63240792246,263.8,3906.58765338452,14.8088993684023,1994.35,83.0979166666667,0.134491462283956,3.22779509481494
"70","9/14/19 11:30","ANTAddP5Can0-5",38,50,5.752237107,1.114535498,25,15798.7,2019-09-14 11:30:00,"Desert Grassland","Addition","P5","Canopy","0-5",0.00869227034107375,7749.06855996158,236.183333333333,6934.31938534898,29.3599014269239,2232.68333333333,93.0284722222222,0.266640752779037,6.3993780666969
"71","8/5/19 15:28","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,2583.3,2019-08-05 15:28:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",0.00869227034107375,1267.07696272154,49.5833333333333,905.685600458839,18.2659280764808,49.5833333333333,2.06597222222222,0.165887505604983,3.9813001345196
"72","8/9/19 15:12","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,2800.3,2019-08-09 15:12:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",0.00869227034107375,1373.5128009558,26.2833333333333,170.052097307923,6.46995931418859,145.316666666667,6.05486111111111,0.0587588764995979,1.41021303599035
"73","8/13/19 15:01","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,3827,2019-08-13 15:01:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",0.00869227034107375,1877.09655724667,95.8166666666667,503.583756290869,5.25570105713205,241.133333333333,10.0472222222222,0.0477312258606618,1.14554942065588
"74","8/15/19 11:43","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,4565.3,2019-08-15 11:43:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",0.00869227034107375,2239.22365111007,44.7,362.127093863396,8.1012772676375,285.833333333333,11.9097222222222,0.0735741798892302,1.76578031734153
"75","8/20/19 13:46","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,7853.7,2019-08-20 13:46:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",0.00869227034107375,3852.14351493289,122.05,1612.91986382282,13.2152385401297,407.883333333333,16.9951388888889,0.12001815337375,2.88043568096999
"76","9/4/19 14:11","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,12711.5,2019-09-04 14:11:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",0.00869227034107375,6234.834828179,263.9,4170.22481030119,15.8022918162228,768.3,32.0125,0.143513253816572,3.44431809159772
"77","9/14/19 13:52","ANTAddP5IC0-5",86,50,5.752237107,0.785758565,25,9883.7,2019-09-14 13:52:00,"Desert Grassland","Addition","P5","Intercanopy","0-5",0.00869227034107375,4847.83361454375,237.883333333333,3983.88852023116,16.7472368257458,1007.98333333333,41.9993055555556,0.152095055404058,3.65028132969739
"78","6/14/19 11:12","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,8840.3,2019-06-14 11:12:00,"Desert Grassland","Ambient","P10","Canopy","0-5",0.00799297704208498,4336.05871309844,23.7,3690.67495296644,155.724681559765,23.7,0.9875,1.41397761746598,33.9354628191836
"79","6/17/19 14:36","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,9771.6,2019-06-17 14:36:00,"Desert Grassland","Ambient","P10","Canopy","0-5",0.00799297704208498,4792.84993958494,72.4666666666667,3701.31853678987,51.0761527615897,99.1,4.12916666666667,0.463770650020201,11.1304956004848
"80","6/20/19 9:55","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,5761.2,2019-06-20 09:55:00,"Desert Grassland","Ambient","P10","Canopy","0-5",0.00799297704208498,2825.79793195963,47.8833333333333,1115.66339929796,23.2996185025678,166.416666666667,6.93402777777778,0.211560163283964,5.07744391881513
"81","6/25/19 10:21","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,7396.6,2019-06-25 10:21:00,"Desert Grassland","Ambient","P10","Canopy","0-5",0.00799297704208498,3627.94157181362,120.433333333333,802.143639853987,6.66047860382497,286.85,11.9520833333333,0.0604770391763823,1.45144894023318
"82","6/27/19 13:09","ANTCtrlP10Can0-5",42,50.01,6.25674261,1.16075475,25,5408.9,2019-06-27 13:09:00,"Desert Grassland","Ambient","P10","Canopy","0-5",0.00799297703569749,2652.99910334244,2.93333333333333,250.05064669045,85.2445386444715,337.65,14.06875,0.774019047251911,18.5764571340459
"83","7/1/19 11:39","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,7109.9,2019-07-01 11:39:00,"Desert Grassland","Ambient","P10","Canopy","0-5",0.00799297704208498,3487.3187385336,94.5,834.319635191164,8.82877920837211,432.15,18.00625,0.0801651739797978,1.92396417551515
"84","7/5/19 9:58","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,6187.9,2019-07-05 09:58:00,"Desert Grassland","Ambient","P10","Canopy","0-5",0.00799297704208498,3035.08904797143,92.7833333333333,1218.17533566183,13.1292473755541,526.466666666667,21.9361111111111,0.119213356144079,2.86112054745789
"85","7/17/19 13:34","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,10679,2019-07-17 13:34:00,"Desert Grassland","Ambient","P10","Canopy","0-5",0.00799297704208498,5237.91850923365,168.35,3914.63165221881,23.252935267115,818.066666666667,34.0861111111111,0.211136280252835,5.06727072606803
"86","8/1/19 10:47","ANTCtrlP10Can0-5",42,50.01,6.256742605,1.160754753,25,9079.1,2019-08-01 10:47:00,"Desert Grassland","Ambient","P10","Canopy","0-5",0.00799297704208498,4453.18718392951,162.183333333333,3089.48413764968,19.0493318527367,1175.28333333333,48.9701388888889,0.172967628494485,4.15122308386765
